CATEGORIA,NOME ,PRODUTTORE,ANNO,PROVENIENZA,FORNITORE,ACQUISTO,VENDITA,Q.tà,MAGAZZINO,,,,,,,,
,Athesis  Brut Rosè,Kettmaier,,Alto Adige,,"€ 16,00","€ 20,80",12,"€ 192,00",,,,,,,,
,Athesis Brut,Kettmaier,,Alto Adige,,"€ 14,70","€ 19,11",12,"€ 176,40",,,,,,,,
,Moscato Rosa ,Kettmaier,,Alto Adige,,"€ 18,00","€ 23,40",0,"€ 0,00",,,,,,,,
,Pinot Bianco spumante,Kettmaier,,Alto Adige,,"€ 7,40","€ 9,62",96,"€ 710,40",,,,,,,,
,Cabernet franc,KitzMuller,,Friuli,,"€ 5,10","€ 6,63",0,"€ 0,00",,,,,,,,
,Malvasia ,KitzMuller,,Friuli,,"€ 6,20","€ 8,06",0,"€ 0,00",,,,,,,,
,Merlot,KitzMuller,,Friuli,,"€ 5,10","€ 6,63",0,"€ 0,00",,,,,,,,
,Ribolla gialla ,KitzMuller,,Friuli,,"€ 6,30","€ 8,19",0,"€ 0,00",,,,,,,,
,Tocai ,KitzMuller,,Friuli,,"€ 6,85","€ 8,91",0,"€ 0,00",,,,,,,,
,Kalterersee Plantaditsch,Klosterhof,,Alto Adige,,"€ 10,80","€ 14,04",0,"€ 0,00",,,,,,,,
,Pinot nero rosato Summer,Klosterhof,,Alto Adige,,"€ 11,50","€ 14,95",12,"€ 138,00",,,,,,,,
,Pinot Noir  Schwarze riserva,Klosterhof,,Alto Adige,,"€ 31,50","€ 40,95",0,"€ 0,00",,,,,,,,
,Pinot Noir Schwarze,Klosterhof,,Alto Adige,,"€ 19,00","€ 24,70",18,"€ 342,00",,,,,,,,
,Weisburginder Acapella,Klosterhof,,Alto Adige,,"€ 11,50","€ 14,95",0,"€ 0,00",,,,,,,,
,Brezanka ,Kocjancic,,Friuli,,"€ 15,00","€ 19,50",6,"€ 90,00",,,,,,,,
,Malvasia,Kocjancic,,Friuli,,"€ 10,50","€ 13,65",0,"€ 0,00",,,,,,,,
,Vitovska,Kocjancic,,Friuli,,"€ 11,00","€ 14,30",0,"€ 0,00",,,,,,,,
,Gewurztraminer '08,Kofererhof,,Alto Adige,,"€ 9,90","€ 12,87",0,"€ 0,00",,,,,,,,
,Kerner 2014,Kofererhof,,Alto Adige,,"€ 8,90","€ 11,57",0,"€ 0,00",,,,,,,,
,Kerner 2021,Kofererhof,,Alto Adige,,"€ 11,90","€ 15,47",18,"€ 214,20",,,,,,,,
,Pinot Grigio '05,Kofererhof,,Alto Adige,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,PinotGrigio 2021,Kofererhof,,Alto Adige,,"€ 11,90","€ 15,47",0,"€ 0,00",,,,,,,,
,Riesling 2023 R,Kofererhof,,Alto Adige,,"€ 13,90","€ 18,07",6,"€ 83,40",,,,,,,,
,Sylvaner,Kofererhof,,Alto Adige,,"€ 10,90","€ 14,17",12,"€ 130,80",,,,,,,,
,Sylvaner 2021,Kofererhof,,Alto Adige,,"€ 17,90","€ 23,27",0,"€ 0,00",,,,,,,,
,Veltliner 2013,Kofererhof,,Alto Adige,,"€ 11,90","€ 15,47",0,"€ 0,00",,,,,,,,
,Pinot Nero ,Kollerhof,,Alto Adige,,"€ 14,40","€ 18,72",0,"€ 0,00",,,,,,,,
,Lagrein '07,Kornell,,Alto Adige,,"€ 7,30","€ 9,49",0,"€ 0,00",,,,,,,,
,Merlot '05,Kornell,,Alto Adige,,"€ 12,90","€ 16,77",0,"€ 0,00",,,,,,,,
,Zeder cuvèe,Kornell,,Alto Adige,,"€ 7,30","€ 9,49",0,"€ 0,00",,,,,,,,
,Chardonnay,Kossler,,Alto Adige,,"€ 5,85","€ 7,61",0,"€ 0,00",,,,,,,,
,Gewurztraminer ,Kossler,,Alto Adige,,"€ 8,80","€ 11,44",0,"€ 0,00",,,,,,,,
,Merlot,Kossler,,Alto Adige,,"€ 6,05","€ 7,87",0,"€ 0,00",,,,,,,,
,Pinot Nero ,Kossler,,Alto Adige,,"€ 7,25","€ 9,43",0,"€ 0,00",,,,,,,,
,Ambonnais,Krug,,Champagne,,"€ 1.561,00","€ 2.029,30",0,"€ 0,00",,,,,,,,
,Cuveè,Krug,,Champagne,,"€ 169,00","€ 219,70",0,"€ 0,00",,,,,,,,
,"Cuveè 0,375",Krug,,Champagne,,"€ 55,00","€ 71,50",0,"€ 0,00",,,,,,,,
,Cuveè ast.,Krug,,Champagne,,"€ 161,00","€ 209,30",16,"€ 2.576,00",,,,,,,,
,Cuvèe magnum,Krug,,Champagne,,"€ 485,00","€ 630,50",2,"€ 970,00",,,,,,,,
,Krug 2008,Krug,,Champagne,,"€ 385,00","€ 500,50",1,"€ 385,00",,,,,,,,
,Krug 2011,Krug,,Champagne,,"€ 290,00","€ 377,00",2,"€ 580,00",,,,,,,,
,Krug Collection '95,Krug,,Champagne,,"€ 552,66","€ 718,46",0,"€ 0,00",,,,,,,,
,Krug Rosè,Krug,,Champagne,,"€ 257,00","€ 334,10",0,"€ 0,00",,,,,,,,
,Krug rosè enoteque,Krug,,Champagne,,"€ 561,13","€ 729,47",0,"€ 0,00",,,,,,,,
,Mesnil ',Krug,,Champagne,,"€ 754,09","€ 980,32",0,"€ 0,00",,,,,,,,
,Millesimato '00,Krug,,Champagne,,"€ 157,00","€ 204,10",0,"€ 0,00",,,,,,,,
,Millesimato '00 ast.,Krug,,Champagne,,"€ 165,00","€ 214,50",0,"€ 0,00",,,,,,,,
,Millesimato '02,Krug,,Champagne,,"€ 182,00","€ 236,60",0,"€ 0,00",,,,,,,,
,Millesimato '06,Krug,,Champagne,,"€ 197,50","€ 256,75",0,"€ 0,00",,,,,,,,
,Millesimato '96,Krug,,Champagne,,"€ 200,00","€ 260,00",0,"€ 0,00",,,,,,,,
,Gewurztraminer,Kuenhof,,Alto Adige,,"€ 9,60","€ 12,48",0,"€ 0,00",,,,,,,,
,Riesling Kaiton,Kuenhof,,Alto Adige,,"€ 9,90","€ 12,87",0,"€ 0,00",,,,,,,,
,Sylvaner ,Kuenhof,,Alto Adige,,"€ 9,90","€ 12,87",0,"€ 0,00",,,,,,,,
,Veltliner,Kuenhof,,Alto Adige,,,"€ 0,00",0,"€ 0,00",,,,,,,,
,Lambrusco Grasparossa,La Battagliola,,Emilia Romagna,,"€ 5,50","€ 7,15",36,"€ 198,00",,,,,,,,
,Pagadebit,La Berta,,Emilia Romagna,,"€ 4,00","€ 5,20",0,"€ 0,00",,,,,,,,
,Sangiovese base,La Berta,,Emilia Romagna,,"€ 3,50","€ 4,55",24,"€ 84,00",,,,,,,,
,Sangiovese Olmatello,La Berta,,Emilia Romagna,,"€ 11,50","€ 14,95",6,"€ 69,00",,,,,,,,
,sangiovese Olmatello magnum,La Berta,,Emilia Romagna,,"€ 22,00","€ 28,60",0,"€ 0,00",,,,,,,,
,Sangiovese Solano,La Berta,,Emilia Romagna,,"€ 6,50","€ 8,45",0,"€ 0,00",,,,,,,,
,Friulano,La Boatina,,Friuli,,"€ 4,05","€ 5,27",0,"€ 0,00",,,,,,,,
,Ribolla Gialla ,La Boatina,,Friuli,,"€ 4,05","€ 5,27",0,"€ 0,00",,,,,,,,
,Maggiarino,La Braccesca,,Toscana,,"€ 34,00","€ 44,20",0,"€ 0,00",,,,,,,,
,Nobile Montepulciano ,La Braccesca,,Toscana,,"€ 9,00","€ 11,70",0,"€ 0,00",,,,,,,,
,Nobile Riserva Santa Pia,La Braccesca,,Toscana,,"€ 16,20","€ 21,06",0,"€ 0,00",,,,,,,,
,Vie cave Malbec,La Braccesca,,Toscana,,"€ 8,85","€ 11,51",0,"€ 0,00",,,,,,,,
,Chardonnay,La Castellada,,F/G,,"€ 16,00","€ 20,80",0,"€ 0,00",,,,,,,,
,Friulano,La Castellada,,F/G,,"€ 16,00","€ 20,80",0,"€ 0,00",,,,,,,,
,Ribolla Gialla,La Castellada,,F/G,,"€ 16,00","€ 20,80",0,"€ 0,00",,,,,,,,
,Sauvignon ,La Castellada,,F/G,,"€ 16,00","€ 20,80",0,"€ 0,00",,,,,,,,
,Brunello 2006,La Fiorita,,Toscana,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino '13,La Fiorita,,Toscana,,"€ 24,50","€ 31,85",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino Ris '12,La Fiorita,,Toscana,,"€ 39,50","€ 51,35",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino 2019,La Fornacina,,Toscana,,"€ 23,00","€ 29,90",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino '06,La Fortuna,,Toscana,,"€ 15,00","€ 19,50",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino '18,La Fortuna,,Toscana,,"€ 22,00","€ 28,60",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino riserva '16,La Fortuna,,Toscana,,"€ 50,00","€ 65,00",6,"€ 300,00",,,,,,,,
,Brunello 2016,La Gerla ,,Toscana,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino 2017,La Gerla ,,Toscana,,"€ 22,00","€ 28,60",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino magnum '16,La Gerla ,,Toscana,,"€ 54,30","€ 70,59",0,"€ 0,00",,,,,,,,
,Brunello Ris Angeli 07,La Gerla ,,Toscana,,"€ 41,00","€ 53,30",0,"€ 0,00",,,,,,,,
,Brunello riserva angeli 2016,La Gerla ,,Toscana,,"€ 45,00","€ 58,50",0,"€ 0,00",,,,,,,,
,Rosso Montalcino,La Gerla ,,Toscana,,"€ 5,50","€ 7,15",0,"€ 0,00",,,,,,,,
,Aglianico di Benevento igp,La Guardiense,,Campania,,"€ 2,40","€ 3,12",0,"€ 0,00",,,,,,,,
,Aglianico selezione,La Guardiense,,Campania,,"€ 5,50","€ 7,15",0,"€ 0,00",,,,,,,,
,Falanghina IGP,La Guardiense,,Campania,,"€ 2,40","€ 3,12",0,"€ 0,00",,,,,,,,
,Falanghina Selezione,La Guardiense,,Campania,,"€ 5,50","€ 7,15",0,"€ 0,00",,,,,,,,
,Fiano sannio,La Guardiense,,Campania,,"€ 2,80","€ 3,64",0,"€ 0,00",,,,,,,,
,Greco,La Guardiense,,Campania,,"€ 2,80","€ 3,64",0,"€ 0,00",,,,,,,,
,Chianti Riserva,La Leccia,,Toscana,,"€ 8,00","€ 10,40",0,"€ 0,00",,,,,,,,
,Chianti Superiore,La Leccia,,Toscana,,"€ 5,50","€ 7,15",12,"€ 66,00",,,,,,,,
,Olio EVO,La Leccia,,Toscana,,"€ 12,00","€ 15,60",0,"€ 0,00",,,,,,,,
,Sangiovese Gotarossa,La Leccia,,Toscana,,"€ 11,00","€ 14,30",6,"€ 66,00",,,,,,,,
,Juli rosato,La Madeleine,,Umbria,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Narnot cabernet Franc,La Madeleine,,Umbria,,"€ 20,00","€ 26,00",0,"€ 0,00",,,,,,,,
,Sfide (cabernet Franc),La Madeleine,,Umbria,,"€ 6,70","€ 8,71",0,"€ 0,00",,,,,,,,
,Spumante rosato nerose,La Madeleine,,Umbria,,"€ 12,00","€ 15,60",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino,La Magia,,Toscana,,"€ 20,00","€ 26,00",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino Ciliegio,La Magia,,Toscana,,"€ 60,00","€ 78,00",0,"€ 0,00",,,,,,,,
,Rosso di Montalcino,La Magia,,Toscana,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,Cabernet S. Ris. Comandante,La Mancina,,Emilia Romagna,,"€ 7,60","€ 9,88",0,"€ 0,00",,,,,,,,
,Foriere,La Mancina,,Emilia Romagna,,"€ 5,40","€ 7,02",0,"€ 0,00",,,,,,,,
,Merlot Lanciotto '0 5,La Mancina,,Emilia Romagna,,"€ 4,00","€ 5,20",0,"€ 0,00",,,,,,,,
,Pignoletto Frizz.,La Mancina,,Emilia Romagna,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Pignoletto Montebudello,La Mancina,,Emilia Romagna,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Brewine 2018,La Manega ,,Lombardia,,"€ 6,50","€ 8,45",0,"€ 0,00",,,,,,,,
,Brut ,La Manega ,,Lombardia,,"€ 11,90","€ 15,47",0,"€ 0,00",,,,,,,,
,Pas Dosè riserva ,La Manega ,,Lombardia,,"€ 22,10","€ 28,73",0,"€ 0,00",,,,,,,,
,Rosè,La Manega ,,Lombardia,,"€ 13,60","€ 17,68",0,"€ 0,00",,,,,,,,
,Rosso del Bige,La Manega ,,Lombardia,,"€ 6,50","€ 8,45",0,"€ 0,00",,,,,,,,
,Saten,La Manega ,,Lombardia,,"€ 13,60","€ 17,68",0,"€ 0,00",,,,,,,,
,Barbera frizzante,La marmocchia,,Emilia Romagna,,"€ 3,60","€ 4,68",0,"€ 0,00",,,,,,,,
,Bianco Bologna,La Marmocchia,,Emilia Romagna,,"€ 5,10","€ 6,63",0,"€ 0,00",,,,,,,,
,Bologna Bianco,La marmocchia,,Emilia Romagna,,"€ 3,90","€ 5,07",24,"€ 93,60",,,,,,,,
,Pignoletto fermo,La marmocchia,,Emilia Romagna,,"€ 3,90","€ 5,07",0,"€ 0,00",,,,,,,,
,Pignoletto frizzante,La marmocchia,,Emilia Romagna,,"€ 5,10","€ 6,63",0,"€ 0,00",,,,,,,,
,Pignoletto spumante,La marmocchia,,Emilia Romagna,,"€ 5,30","€ 6,89",0,"€ 0,00",,,,,,,,
,Rosso Bologna,La marmocchia,,Emilia Romagna,,"€ 4,60","€ 5,98",0,"€ 0,00",,,,,,,,
,Giorgio I '00,La Massa,,Toscana,,"€ 27,00","€ 35,10",0,"€ 0,00",,,,,,,,
,La Massa IGT '01,La Massa,,Toscana,,"€ 13,00","€ 16,90",0,"€ 0,00",,,,,,,,
,Gavi Etichetta Gialla,La Mesma,,Piemonte,,"€ 6,60","€ 8,58",0,"€ 0,00",,,,,,,,
,Gavi Le Rose,La Mesma,,Piemonte,,"€ 4,70","€ 6,11",18,"€ 84,60",,,,,,,,
,Fior D'Arancio,La Montecchia,,Veneto,,"€ 6,50","€ 8,45",0,"€ 0,00",,,,,,,,
,Raboso V.T,La Montecchia,,Veneto,,"€ 6,50","€ 8,45",0,"€ 0,00",,,,,,,,
,Extra brut,La Montina ,,Lombardia,,"€ 9,00","€ 11,70",0,"€ 0,00",,,,,,,,
,Franciacorta Brut,La Montina ,,Lombardia,,"€ 8,50","€ 11,05",0,"€ 0,00",,,,,,,,
,Franciacorta magnum,La Montina ,,Lombardia,,"€ 16,80","€ 21,84",0,"€ 0,00",,,,,,,,
,Franciacorta millesimato,La Montina ,,Lombardia,,"€ 18,00","€ 23,40",0,"€ 0,00",,,,,,,,
,Saten,La Montina ,,Lombardia,,"€ 11,50","€ 14,95",0,"€ 0,00",,,,,,,,
,Alghero Cagnulari,La Palma,,Sardegna,,"€ 6,70","€ 8,71",0,"€ 0,00",,,,,,,,
,Cannoanu '03 riserva,La Palma,,Sardegna,,"€ 7,20","€ 9,36",0,"€ 0,00",,,,,,,,
,Cannonau '04,La Palma,,Sardegna,,"€ 5,30","€ 6,89",0,"€ 0,00",,,,,,,,
,Vermentino I Papiri,La Palma,,Sardegna,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Brunello di montalcino '11,La Poderina,,Toscana,,"€ 14,50","€ 18,85",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino Poggio Banale,La Poderina,,Toscana,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino ris.2010,La Poderina,,Toscana,,"€ 28,00","€ 36,40",0,"€ 0,00",,,,,,,,
,Moscadello ,La Poderina,,Toscana,,"€ 15,00","€ 19,50",0,"€ 0,00",,,,,,,,
,Rosso Montalcino,La Poderina,,Toscana,,"€ 6,50","€ 8,45",0,"€ 0,00",,,,,,,,
,Champagne mill,La Poyade ,,Champagne,,"€ 92,00","€ 119,60",0,"€ 0,00",,,,,,,,
,Gavi riserva,La Raia,,Piemonte,,"€ 7,80",,0,"€ 0,00",,,,,,,,
,Bianco collio,La Rajade,,F/G,,"€ 4,70","€ 6,11",0,"€ 0,00",,,,,,,,
,Cabernet franc,La Rajade,,F/G,,"€ 4,70","€ 6,11",0,"€ 0,00",,,,,,,,
,Friulano,La Rajade,,F/G,,"€ 6,70","€ 8,71",0,"€ 0,00",,,,,,,,
,Malvasia,La Rajade,,F/G,,"€ 6,10","€ 7,93",0,"€ 0,00",,,,,,,,
,Merlot,La Rajade,,F/G,,"€ 4,70","€ 6,11",0,"€ 0,00",,,,,,,,
,Ribolla Gialla,La Rajade,,F/G,,"€ 6,10","€ 7,93",0,"€ 0,00",,,,,,,,
,Sauvignon,La Rajade,,F/G,,"€ 6,70","€ 8,71",0,"€ 0,00",,,,,,,,
,Schiopettino,La Rajade,,F/G,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino 2016,La Rasina,,Toscana,,"€ 26,00","€ 33,80",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino 2019,La Rasina,,Toscana,,"€ 28,50","€ 37,05",6,"€ 171,00",,,,,,,,
,Brunello di Montalcino Persante,La Rasina,,Toscana,,"€ 32,50","€ 42,25",0,"€ 0,00",,,,,,,,
,Brunello ris.2016 Il Divasco,La Rasina,,Toscana,,"€ 60,00","€ 78,00",0,"€ 0,00",,,,,,,,
,Aglianico '03,La Rivolta,,Campania,,"€ 5,40","€ 7,02",0,"€ 0,00",,,,,,,,
,Piedirosso '05,La Rivolta,,Campania,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Brut Mill.,La Rotonda,,Lombardia,,"€ 9,50","€ 12,35",0,"€ 0,00",,,,,,,,
,Brut normale,La Rotonda,,Lombardia,,"€ 9,00","€ 11,70",0,"€ 0,00",,,,,,,,
,D.Z,La Rotonda,,Lombardia,,"€ 13,00","€ 16,90",0,"€ 0,00",,,,,,,,
,Rose Franciacorta ,La Rotonda,,Lombardia,,"€ 9,00","€ 11,70",0,"€ 0,00",,,,,,,,
,Saten Franciacorta,La Rotonda,,Lombardia,,"€ 9,50","€ 12,35",0,"€ 0,00",,,,,,,,
,Cabernet Franc,La Sclusa,,F/G,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Friulano,La Sclusa,,F/G,,"€ 4,00","€ 5,20",0,"€ 0,00",,,,,,,,
,Ribolla gialla ,La Sclusa,,F/G,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Sauvignon,La Sclusa,,F/G,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Schioppettino,La Sclusa,,F/G,,"€ 5,00","€ 6,50",0,"€ 0,00",,,,,,,,
,Gavi Etichetta Bianca,La Scolca,,Piemonte,,"€ 7,20","€ 9,36",18,"€ 129,60",,,,,,,,
,Gavi riserva,La Scolca,,Piemonte,,"€ 14,70","€ 19,11",36,"€ 529,20",,,,,,,,
,Nature ,La Scolca,,Piemonte,,"€ 11,00","€ 14,30",6,"€ 66,00",,,,,,,,
,Barbaresco Vigneto Gallina '00,La Spinetta,,Piemonte,,"€ 50,00","€ 65,00",0,"€ 0,00",,,,,,,,
,Barbaresco Vigneto Starderi '00,La Spinetta,,Piemonte,,"€ 50,00","€ 65,00",0,"€ 0,00",,,,,,,,
,Barbaresco Vigneto Starderi-'03,La Spinetta,,Piemonte,,"€ 50,00","€ 65,00",0,"€ 0,00",,,,,,,,
,Barbaresco Vigneto Starderi'01,La Spinetta,,Piemonte,,"€ 50,00","€ 65,00",0,"€ 0,00",,,,,,,,
,Barbera Gallina '06,La Spinetta,,Piemonte,,"€ 20,50","€ 26,65",0,"€ 0,00",,,,,,,,
,Barolo Campè 04,La Spinetta,,Piemonte,,"€ 75,00","€ 97,50",0,"€ 0,00",,,,,,,,
,Moscato Biancospino '23,La Spinetta,,Piemonte,,"€ 7,30","€ 9,49",0,"€ 0,00",,,,,,,,
,Moscato Bricco Quaglia ',La Spinetta,,Piemonte,,"€ 6,60","€ 8,58",0,"€ 0,00",,,,,,,,
,Pin '06,La Spinetta,,Piemonte,,"€ 20,50","€ 26,65",0,"€ 0,00",,,,,,,,
,Sassontino '04,La Spinetta,,Toscana,,"€ 20,50","€ 26,65",0,"€ 0,00",,,,,,,,
,Gutturnio '07,La Stoppa,,Emilia Romagna,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Gutturnio frizzante '07,La Stoppa,,Emilia Romagna,,"€ 4,10","€ 5,33",0,"€ 0,00",,,,,,,,
,Macchiona '11,La Stoppa,,Emilia Romagna,,"€ 11,80","€ 15,34",0,"€ 0,00",,,,,,,,
,Vigna del Volta,La Stoppa,,Emilia Romagna,,"€ 13,50","€ 17,55",0,"€ 0,00",,,,,,,,
,Barbera Bricco,La Tenaglia,,Piemonte,,"€ 6,40","€ 8,32",0,"€ 0,00",,,,,,,,
,Barbera Emozioni,La Tenaglia,,Piemonte,,"€ 17,50","€ 22,75",0,"€ 0,00",,,,,,,,
,Grignolino ,La Tenaglia,,Piemonte,,"€ 5,50","€ 7,15",0,"€ 0,00",,,,,,,,
,Gutturnio,La Tosa ,,Emilia Romagna,,"€ 5,50","€ 7,15",0,"€ 0,00",,,,,,,,
,Luna Selvatica,La Tosa ,,Emilia Romagna,,"€ 12,90","€ 16,77",0,"€ 0,00",,,,,,,,
,Malvasia Passito,La Tosa ,,Emilia Romagna,,"€ 13,00","€ 16,90",0,"€ 0,00",,,,,,,,
,Sorriso di cielo,La Tosa ,,Emilia Romagna,,"€ 8,30","€ 10,79",0,"€ 0,00",,,,,,,,
,Vigna morello,La Tosa ,,Emilia Romagna,,"€ 10,00","€ 13,00",0,"€ 0,00",,,,,,,,
,Bianco Sesto,La Tunella,,Friuli,,"€ 14,50","€ 18,85",0,"€ 0,00",,,,,,,,
,Cabernet alturis,La tunella,,Friuli,,"€ 4,95","€ 6,44",36,"€ 178,20",,,,,,,,
,Cabernet Franc,La Tunella,,Friuli,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Cabernet Sauvignon,La Tunella,,Friuli,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Chardonnay Alturis,La tunella,,Friuli,,"€ 4,95","€ 6,44",48,"€ 237,60",,,,,,,,
,Malvasia Valmasia,La Tunella,,Friuli,,"€ 8,85","€ 11,51",24,"€ 212,40",,,,,,,,
,Merlot alturis,La tunella,,Friuli,,"€ 4,95","€ 6,44",24,"€ 118,80",,,,,,,,
,Noans (uvaggio),La Tunella,,Friuli,,"€ 11,70","€ 15,21",0,"€ 0,00",,,,,,,,
,Picolit,La Tunella,,Friuli,,"€ 21,00","€ 27,30",0,"€ 0,00",,,,,,,,
,Pinot Grigio,La Tunella,,Friuli,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Pinot Grigio Alturis,La tunella,,Friuli,,"€ 4,95","€ 6,44",24,"€ 118,80",,,,,,,,
,Red Mul,La Tunella,,Friuli,,"€ 4,95","€ 6,44",0,"€ 0,00",,,,,,,,
,Refosco,La Tunella,,Friuli,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Ribolla gialla alturis,La tunella,,Friuli,,"€ 4,95","€ 6,44",24,"€ 118,80",,,,,,,,
,Ribolla gialla mezze,La Tunella,,Friuli,,"€ 3,80","€ 4,94",0,"€ 0,00",,,,,,,,
,Ribolla Gialla Rigialla,La Tunella,,Friuli,,"€ 8,85","€ 11,51",0,"€ 0,00",,,,,,,,
,Rjgialla magnum,La Tunella,,Friuli,,"€ 13,00","€ 16,90",0,"€ 0,00",,,,,,,,
,Sauvignon ,La Tunella,,Friuli,,"€ 8,85","€ 11,51",24,"€ 212,40",,,,,,,,
,Sauvignon Alturis,La tunella,,Friuli,,"€ 4,95","€ 6,44",36,"€ 178,20",,,,,,,,
,Schioppettino,La Tunella,,Friuli,,"€ 11,00","€ 14,30",0,"€ 0,00",,,,,,,,
,Tocai,La Tunella,,Friuli,,"€ 8,85","€ 11,51",0,"€ 0,00",,,,,,,,
,Tocai Alturis,La tunella,,Friuli,,"€ 4,95","€ 6,44",42,"€ 207,90",,,,,,,,
,Traminer  Alturis,La tunella,,Friuli,,"€ 4,95","€ 6,44",0,"€ 0,00",,,,,,,,
,Verduzzo ,La Tunella,,Friuli,,"€ 5,50","€ 7,15",0,"€ 0,00",,,,,,,,
,White Mul,La Tunella,,Friuli,,"€ 7,20","€ 9,36",0,"€ 0,00",,,,,,,,
,Montepulciano Bellovedere,La Valentina ,,Abruzzo,,"€ 17,00","€ 22,10",0,"€ 0,00",,,,,,,,
,Spelt 10°,La Valentina ,,Abruzzo,,"€ 8,50","€ 11,05",0,"€ 0,00",,,,,,,,
,Franciacorta Blanc de Noir extra B,La Valle,,Lombardia,,"€ 16,00","€ 20,80",0,"€ 0,00",,,,,,,,
,Franciacorta brut,La Valle,,Lombardia,,"€ 10,60","€ 13,78",0,"€ 0,00",,,,,,,,
,Cabernet ,La Viarte,,Friuli,,"€ 8,50","€ 11,05",0,"€ 0,00",,,,,,,,
,Cabernet sauvignon,La Viarte,,Friuli,,"€ 8,10","€ 10,53",0,"€ 0,00",,,,,,,,
,Friulano,La Viarte,,Friuli,,"€ 7,10","€ 9,23",0,"€ 0,00",,,,,,,,
,Liende,La Viarte,,Friuli,,"€ 8,50","€ 11,05",0,"€ 0,00",,,,,,,,
,Merlot,La Viarte,,Friuli,,"€ 8,10","€ 10,53",0,"€ 0,00",,,,,,,,
,Pinot Grigio,La Viarte,,Friuli,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,Ribolla Gialla,La Viarte,,Friuli,,"€ 7,10","€ 9,23",0,"€ 0,00",,,,,,,,
,Sauvignon,La Viarte,,Friuli,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,schioppettino,La Viarte,,Friuli,,"€ 10,00","€ 13,00",0,"€ 0,00",,,,,,,,
,Cabernet Sauvignon ,La vigna sul mare,,Toscana,,"€ 7,80","€ 10,14",0,"€ 0,00",,,,,,,,
,Shyraz ,La vigna sul mare,,Toscana,,"€ 7,80","€ 10,14",0,"€ 0,00",,,,,,,,
,Uvaggio Gimas,La vigna sul mare,,Toscana,,"€ 15,00","€ 19,50",0,"€ 0,00",,,,,,,,
,Chardonnay,La Vis,,Trentino,,"€ 6,60","€ 8,58",0,"€ 0,00",,,,,,,,
,Merlot,La Vis,,Trentino,,"€ 2,50","€ 3,25",0,"€ 0,00",,,,,,,,
,Nosiola,La Vis,,Trentino,,"€ 2,50","€ 3,25",0,"€ 0,00",,,,,,,,
,Novello Dolomiti '06,La Vis,,Trentino,,"€ 3,50","€ 4,55",0,"€ 0,00",,,,,,,,
,Riesling,La Vis,,Trentino,,"€ 3,90","€ 5,07",0,"€ 0,00",,,,,,,,
,Ritratto bianco,La Vis,,Trentino,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,Ritratto Rossi,La Vis,,Trentino,,"€ 7,80","€ 10,14",0,"€ 0,00",,,,,,,,
,Sorni rosso,La Vis,,Trentino,,"€ 4,30","€ 5,59",0,"€ 0,00",,,,,,,,
,Chambave Muscat,La Vrille,,Val D'Aosta,,"€ 22,00","€ 28,60",0,"€ 0,00",,,,,,,,
,Brut L'inattendue,Lagille ,,Champagne,,"€ 32,00","€ 41,60",0,"€ 0,00",,,,,,,,
,Moscato pantelleria lago di venere,Lago di Venere,,Sicilia,,"€ 11,50","€ 14,95",0,"€ 0,00",,,,,,,,
